HRR,HRR.Name,Provider.ID,Hospital.Name,City,State,System,Number.of.deaths.among.chronically.ill.patients.assigned.to.hospital,Percent.of.enrollees.medical.inpatient.days.at.hospital.to.which.they.were.assigned,Hospital.Care.Intensity.Index.during.the.Last.Two.Years.of.Life,Total.Medicare.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,Inpatient.Sector.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,Outpatient.Sector.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,SNF.Long.Term.Care.Sector.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,Home.Health.Sector.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,Hospice.Sector.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,Ambulance.spending.per.Decedent.during.the.last.two.years.of.life,Reimbursements.for.Durable.Medical.Equipment.per.Decedent.during.the.Last.Two.Years.of.Life,Other.spending.per.Decedent.during.the.last.two.years.of.life,Part.B.Spending.per.Decedent.during.the.Last.Two.Years.of.Life,Part.B.Spending.for.Evaluation...Management.per.Decedent.during.the.Last.Two.Years.of.Life,Part.B.Spending.for.Procedures.per.Decedent.during.the.Last.Two.Years.of.Life,Part.B.Spending.for.Imaging.per.Decedent.during.the.Last.Two.Years.of.Life,Part.B.Spending.for.Tests.per.Decedent.during.the.Last.Two.Years.of.Life,Other.Part.B.spending.per.Decedent.during.the.last.two.years.of.life,Hospital.reimbursements.per.Decedent.during.the.last.two.years.of.life,Inpatient.Days.per.Decedent.during.the.Last.Two.Years.of.Life,Reimbursements.per.patient.day..calculated.,Hospital.Reimbursements..Ratio.to.US.Average..calculated.,Hospital.Days..Ratio.to.US.Average..calculated.,Reimbursements.per.Day..Ratio.to.US.Average..calculated.,Payments.for.physician.visits.per.Decedent.during.the.last.two.years.of.life,Physician.Visits.per.Decedent.during.the.Last.Two.Years.of.Life,Payments.per.physician.visit..calculated.,Physician.visit.payments..Ratio.to.US.Average..calculated.,Physician.visits..Ratio.to.US.Average..calculated.,Payments.per.visit..Ratio.to.US.Average..calculated.,Hospital.Bed.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,Total.ICU.Bed.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,High.Intensity.ICU.Bed.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,Intermediate.Intensity.ICU.Bed.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,Medical...Surgical.Unit.Bed.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,SNF.Bed.Inputs.per.1.000.Dededents.during.the.Last.Two.Years.of.Life,FTE.Physician.Labor.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,FTE.Medical.Specialist.Labor.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,FTE.Primary.Care.Physician.Labor.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,Standardized.FTE.physician.labor..Ratio.MS.PC..calculated.,RNs.Required.Under.Proposed.Federal.Standards.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,Inpatient.Days.per.Decedent.during.the.Last.Six.Months.of.Life,Total.ICU.Days.per.Decedent.during.the.Last.Six.Months.of.Life,High.Intensity.ICU.Days.per.Decedent.during.the.Last.Six.Months.of.Life,Intermediate.Intensity.ICU.Days.per.Decedent.during.the.Last.Six.Months.of.Life,Medical...Surgical.Unit.Days.per.Decedent.during.the.Last.Six.Months.of.Life,SNF.Days.per.Decedent.during.the.Last.Six.Months.of.Life,Physician.Visits.per.Decedent.during.the.Last.Six.Months.of.Life,Medical.Specialist.Visits.per.Decedent.during.the.Last.Six.Months.of.Life,Primary.Care.Visits.per.Decedent.during.the.Last.Six.Months.of.Life,Physician.visits.per.decedent.last.6.months..Ratio.MS.PC..calculated.,Home.Health.Agency.Visits.per.Decedent.during.the.Last.Six.Months.of.Life,Percent.of.Deaths.Occurring.In.Hospital,Percent.of.Deaths.Associated.With.ICU.Admission,Percent.of.Decedents.Enrolled.In.Hospice.during.the.Last.Six.Months.of.Life,Hospice.Days.per.Decedent.during.the.Last.Six.Months.of.Life,Percent.of.Decedents.Seeing.10.or.More.Different.Physicians.during.the.Last.Six.Months.of.Life,Number.of.Different.Physicians.Seen.per.Decedent.during.the.Last.Six.Months.of.Life,Average.Co.Payments.per.Decedent.during.the.Last.Two.Years.of.Life,Average.Co.Payments.for.Physician.Services.per.Decedent.during.the.Last.Two.Years.of.Life,Average.Co.Payments.for.Durable.Medical.Equipment.per.Decedent.during.the.Last.Two.Years.of.Life,hospital_name.x,city.x,hospital_name.y,city.y,longitude,latitude,address,website,tele
179,IN- EVANSVILLE,180056,Methodist Hospital-Henderson,Henderson,KY,Deaconess Health System,101,85.3,1,86608,39287,14700,17135,5397,6303,1947,1452,387,12357,6200,2133,903,593,2528,34702,19.1,1817,0.9,1.1,0.9,6200,63.3,98,0.9,1,0.9,52.3,29.3,9.5,19.8,23,72.9,28,12.3,10.9,1.1,51.3,10.2,6,1.7,4.3,4.3,13,30.4,15.1,10.8,1.4,12.2,21.8,15.7,59.3,25.7,56,12.2,3830,3388,441,methodist hospitalhenderson,henderson,methodist hospital,henderson,-87.583199016,37.854974612,1305 N ELM STREET,http://www.methodisthospital.net,(270) 827-7700
181,IN- GARY,150002,Methodist Hospitals,Gary,IN,,334,88.6,1.7,105704,49310,17419,24777,5577,3151,3169,1483,818,23635,10813,2940,1109,679,8093,40854,24.5,1667,1.1,1.4,0.8,10823,112.6,96,1.5,1.7,0.9,67.1,25.6,9.9,15.7,41.6,87.1,47.7,27.2,13.8,2,61.7,14.5,5.9,2.7,3.1,8.7,12.9,59.9,38.4,15,2.6,10.6,27.5,20.7,46.8,15.1,69.7,16.8,7687,7202,485,methodist hospitals,gary,methodist hospitals inc,gary,-87.357670334,41.599559432,600 GRANT ST,http://www.methodisthospitals.org,(219) 886-4642
412,TX- SAN ANTONIO,450388,Methodist Hospital-San Antonio,San Antonio,TX,HCA Healthcare,1374,88.8,1.2,92009,38229,21598,15554,5505,6944,2034,1216,929,24463,7783,4143,1632,1489,9415,32782,18.4,1781,0.9,1,0.9,7891,81.5,97,1.1,1.2,0.9,50.4,33.9,8.8,25.2,16.5,56.1,37.4,17.5,14.6,1.2,50.7,11,7.7,2.4,5.2,3.4,9.6,41.2,20.7,16,1.3,11.6,22.6,20.6,64,30.2,66.8,15,7358,6995,363,methodist hospitalsan antonio,san antonio,methodist hospital,san antonio,-98.572477589,29.5082133000001,7700 FLOYD CURL DRIVE,http://sahealth.com/locations/methodist-hospital/index.dot,(210) 575-4000
278,NE- OMAHA,160047,Methodist Jennie Edmundson Hospital,Council Bluffs,IA,"Nebraska Methodist Health System, Inc.",205,89.7,0.7,70597,27167,21723,9865,4352,5259,1160,665,405,17629,4454,2467,1518,743,8445,24173,12.8,1893,0.6,0.7,0.9,4750,55.2,86,0.7,0.8,0.8,35,21.2,4.3,17,13.7,54.3,19.6,8.9,6.4,1.4,33.7,7.9,5,1.2,3.8,2.8,9.7,27.5,11.4,6.9,1.6,9,18.5,13.1,61,20.5,54.2,11.4,4989,4789,200,methodist jennie edmundson hospital,council bluffs,methodist jennie edmundson,council bluffs,-95.835357469,41.2685824590001,933 EAST PIERCE STREET,https://www.bestcare.org/jennie-edmundson/,(712) 396-6000
394,TX- FORT WORTH,670023,Methodist Mansfield Med Ctr,Mansfield,TX,Methodist Health System,262,86.9,1.4,103958,34097,18780,26783,10461,10237,1417,1058,1126,21600,9340,3332,1614,1270,6044,27982,18.7,1498,0.7,1,0.7,9357,96.9,97,1.3,1.5,0.9,51.2,10.3,5.4,4.9,40.8,51.5,43.3,20,18,1.1,43.7,10.6,2.5,1.4,1.1,8.1,7.7,47,25,19,1.3,17.5,17.6,11.4,72.1,33.4,69.4,17.1,6207,5878,329,methodist mansfield med ctr,mansfield,methodist mansfield medical center,mansfield,-97.0944448449999,32.567989942000096,2700 EAST BROAD STREET,http://www.methodisthealthsystem.org/mansfield,(682) 242-6000
377,TN- KNOXVILLE,440034,Methodist Med Ctr Of Oak Ridge,Oak Ridge,TN,Covenant Health,313,88.7,0.7,63690,25764,15377,8273,5743,4965,1767,955,846,13906,5305,2009,847,1124,4622,22511,15,1498,0.6,0.8,0.7,5456,50.4,108,0.8,0.8,1,41.2,7.5,4.9,2.5,33.7,51.6,25.3,9.2,11.4,0.8,35.2,8.9,2,1.4,0.6,6.9,7.8,22.2,7.8,11.8,0.7,11.9,30.5,16.7,49.5,25.6,61.8,13,4173,3884,290,methodist med ctr of oak ridge,oak ridge,methodist medical center of oak ridge,oak ridge,-84.245085527,36.024545109,990 OAK RIDGE TURNPIKE,http://www.mmcoakridge.com,(865) 835-1000
379,TN- MEMPHIS,250167,Methodist Olive Branch Hospital,Olive Branch,MS,Methodist Le Bonheur Healthcare,123,81.1,0.9,83381,36934,15137,10511,5827,8168,3316,2571,918,14724,5052,2207,919,940,5606,33497,16.5,2028,0.9,0.9,1,5164,56.4,92,0.7,0.9,0.8,45.3,12.5,9.8,2.7,32.8,55.7,23.1,9.2,9.2,1,41.9,10.6,3.5,2.9,0.6,7.2,8.3,29.1,11,9.7,1.1,13.3,24,13.6,64.9,27.9,48.8,12,5212,4437,775,methodist olive branch hospital,olive branch,methodist health care  olive branch hospital,olive branch,-89.792027019,34.92264456,4250 BETHEL ROAD,http://www.methodisthealth.org/locations/methodist-olive-branch-hospital/,(662) 932-9000
391,TX- DALLAS,450537,Methodist Richardson Med Ctr,Richardson,TX,Methodist Health System,335,85.7,1.5,108528,42259,19522,27605,8591,6869,1565,1097,1020,21005,10715,3555,1365,1193,4176,34769,18.7,1856,0.9,1,0.9,10724,104.4,103,1.5,1.6,1,51.3,28.1,11.2,16.8,23.3,68.5,48.7,24.9,17.4,1.4,51.1,11.8,6.6,3,3.6,5.2,11.4,59.2,32.4,19.7,1.6,14.3,27.3,24.1,58.3,23.5,71,17.1,6169,5836,333,methodist richardson med ctr,richardson,methodist richardson medical center,richardson,-96.7266011149999,32.974316527,401 WEST CAMPBELL ROAD,http://www.methodisthealthsystem.org/richardson,(469) 204-2000
412,TX- SAN ANTONIO,670055,Methodist Stone Oak Hospital,San Antonio,TX,HCA Healthcare,327,84.7,1.2,96214,34834,22028,19068,7191,8921,1779,1286,1106,25822,7990,4042,1691,1604,10496,29738,19.1,1560,0.8,1.1,0.7,8046,82.5,98,1.1,1.2,0.9,52.2,35.8,8.7,27.2,16.4,58.7,37.1,18,13.5,1.3,52.5,10.7,7.4,2,5.4,3.3,10.4,37.4,19,13.2,1.4,14.9,22.9,21.3,67.7,34.2,71.2,15.2,7881,7515,366,methodist stone oak hospital,san antonio,methodist stone oak hospital,san antonio,-98.474434773,29.6158622130001,1139 EAST SONTERRA BOULEVARD,http://sahealth.com/locations/methodiststoneoak/,(210) 638-2000
236,MI- GRAND RAPIDS,230236,Metro Health Hospital,Wyoming,MI,,215,90.8,0.6,67266,29953,17710,5998,4000,6759,1230,888,728,11655,4702,2536,832,680,2904,26976,11,2454,0.7,0.6,1.2,4785,42,114,0.7,0.6,1.1,30.1,8.4,3.2,5.2,21.8,25.1,19.2,9.6,4.7,2,26.3,6.5,1.8,0.6,1.2,4.7,4,20.8,9,2.6,3.5,8,14.7,11.5,77,27.6,61,13.1,3665,3397,268,metro health hospital,wyoming,metro health hospital,wyoming,-85.71770279,42.8578175850001,"5900 BYRON CENTER AVENUE, SW",http://www.metrohealth.net,NOT AVAILABLE
273,MO- ST LOUIS,140307,Metro-East Services Inc,Shiloh,IL,BJC HealthCare,105,83.1,0.9,82000,37652,17401,12074,3637,7672,1945,659,960,18391,6781,2659,1173,887,6891,33060,17.8,1862,0.9,1,0.9,6973,62.5,112,1,0.9,1,48.6,6.4,5.5,0.9,42.2,68.3,26.1,13.2,7.7,1.7,40.8,8.7,1.2,1.1,0,7.5,10.6,27.3,14.3,5.4,2.7,7.9,13.6,-99999,74,28.6,63.2,13.6,5156,4948,208,metroeast services inc,shiloh,NA,NA,NA,NA,NA,NA,NA
328,OH- CLEVELAND,360059,Metrohealth Medical Center,Cleveland,OH,,161,89.2,0.8,77759,43643,14048,9963,2824,4694,1042,687,855,9901,5197,1814,991,476,1422,40030,15.9,2512,1.1,0.9,1.2,5206,49.6,105,0.7,0.7,1,43.7,20.3,8.8,11.5,23.4,50,26.2,12.3,8.4,1.5,42.2,10.5,5.4,2.6,2.8,5.1,10.6,26.3,12.9,9.1,1.4,4.7,27.7,24.2,60,21.2,66,14.9,3332,3112,220,metrohealth medical center,cleveland,metro health medical center,cleveland,-81.697602076,41.4609127630001,2500 METROHEALTH DRIVE,http://www.metrohealth.org,(216) 778-7800
413,TX- TEMPLE,450152,Metroplex Adventist Hospital,Killeen,TX,AdventHealth,147,80.7,0.7,83508,35940,18482,14917,5232,4978,1498,1703,756,12138,5399,2011,906,774,3048,32291,13.8,2347,0.9,0.8,1.1,5851,51.3,114,0.8,0.8,1.1,37.7,27.5,6.4,21.1,10.2,74.2,27,9.4,12.7,0.7,38.4,7.6,6.1,1.8,4.3,1.5,14.3,22.1,7.2,10.6,0.7,7.6,23.1,21,52.8,27.1,59.3,12.7,4425,3865,559,metroplex adventist hospital,killeen,memorial hospital,abilene,-97.205967254,38.9253529430001,511 NE 10TH ST,http://www.mhsks.org,(785) 263-6610
227,MA- BOSTON,220175,Metrowest Medical Center,Framingham,MA,TENET Healthcare Corporation,357,89.2,1,107417,48827,19578,20669,7823,5879,2735,836,1070,19219,9228,2625,1250,1071,5045,43945,16.8,2621,1.2,0.9,1.3,9241,71.1,130,1.3,1.1,1.2,45.9,12.8,7.3,5.5,33.2,65.1,34.4,17,11.2,1.5,41.3,11,3.1,1.9,1.2,7.9,11.4,34.3,17,8.9,1.9,11.7,30.7,23.2,49.9,18.4,72.6,18,5183,4950,233,metrowest medical center,framingham,metrowest medical center  framingham campus,framingham,-71.4186,42.2852,115 LINCOLN STREET,http://www.mwmc.com,(508) 383-1000
330,OH- DAYTON,360051,Miami Valley Hospital,Dayton,OH,Premier Health,771,88.4,0.9,87146,38958,17530,13780,5809,6982,1886,1415,785,18665,6547,2878,1474,1001,6765,34364,16.3,2109,0.9,0.9,1,6633,67.4,98,0.9,1,0.9,44.6,20.3,7.4,12.9,24.3,61.2,31.8,14.4,11.5,1.2,42.3,10.2,4.9,2,2.9,5.3,11.2,33,15.7,11.3,1.4,11.1,17.5,14.3,66.9,25.5,70.6,17.2,5844,5422,423,miami valley hospital,dayton,miami valley hospital,dayton,-84.185908608,39.744893204,ONE WYOMING STREET,http://www.miamivalleyhospital.org,(937) 208-8000
222,ME- PORTLAND,200021,Mid Coast Hospital,Brunswick,ME,,200,94.9,0.8,77615,32650,18194,8484,5876,8437,1748,506,1720,15252,5471,2209,812,599,6161,29670,17,1745,0.8,0.9,0.8,5618,50.5,111,0.8,0.8,1,46.6,6.6,5.9,0.7,40,38.9,24.7,10.1,10.4,1,39.5,9.7,1.8,1.6,0.2,7.9,6.4,21.8,9.3,10.7,0.9,9.8,28.9,17.1,64.1,25.2,60,12.6,3941,3789,152,mid coast hospital,brunswick,mid coast hospital,brunswick,-69.8901815899999,43.9062963650001,123 MEDICAL CENTER DRIVE,http://www.midcoasthealth.com,(207) 729-0181
344,OR- PORTLAND,380001,Mid-Columbia Medical Center,The Dalles,OR,,89,92.6,0.4,69101,35231,16808,5356,3192,6704,986,696,127,5831,2408,1273,398,332,1419,33490,10.3,3245,0.9,0.6,1.6,3534,25.1,141,0.5,0.4,1.3,28.3,12.9,11.8,1.1,15.4,27.9,13.2,4.2,5.5,0.8,30.3,6.8,2.9,2.7,0.2,3.9,4.7,13,3.3,7.3,0.5,5.7,24.9,19.1,53.7,26.4,36,8.5,2033,1826,206,midcolumbia medical center,the dalles,midcolumbia medical center,the dalles,-121.16451957,45.5872715880001,1700 E 19TH STREET,www.mcmc.net,NOT AVAILABLE
110,CT- HARTFORD,70020,Middlesex Hospital,Middletown,CT,,406,90.9,0.8,92878,39728,19524,15638,7031,6459,3039,768,690,19670,7356,2923,1032,730,7628,36038,17.3,2086,1,1,1,7360,53,139,1,0.8,1.3,47.3,15.9,10.1,5.8,31.4,62.9,27.3,11,10.7,1,44.5,10.3,3.6,2.5,1.1,6.7,11.8,23.5,8.9,9.6,0.9,13,19.5,14.5,64.2,20.7,67.7,15.7,5291,5069,221,middlesex hospital,middletown,middlesex hospital,middletown,-72.647569381,41.554337263,28 CRESCENT ST,http://middlesexhospital.org/locations/middlesex-hospital,(860) 344-6000
406,TX- ODESSA,450133,Midland Memorial Hospital,Midland,TX,,321,95.5,0.9,84553,29694,16859,23313,6070,5233,2218,659,507,16473,5368,2381,923,721,7080,26603,15.1,1763,0.7,0.8,0.8,5451,61.4,89,0.8,0.9,0.8,41.3,23.8,5,18.8,17.5,59.8,27.9,13.2,10.7,1.2,39.5,9.3,5.7,1.2,4.4,3.6,9.1,28.1,13.3,12.5,1.1,11.2,15.9,11.2,65.3,18.4,52.9,10.6,4781,4577,204,midland memorial hospital,midland,midland memorial hospital,midland,-102.099503312,31.9959200870001,400 ROSALIND REDFERN GROVER PARKWAY,http://www.midland-memorial.com,(432) 685-1111
239,MI- LANSING,230030,Midmichigan Med Ctr-Gratiot,Alma,MI,MidMichigan Health,160,87.2,0.7,83635,32682,20838,14878,3568,8431,1704,1078,456,11032,4812,3046,874,432,1867,29481,12.1,2433,0.8,0.7,1.2,5338,46.9,114,0.7,0.7,1.1,33.2,14.3,3.3,10.9,18.9,59.9,23.6,8.2,9.9,0.8,30.1,6.3,2.8,0.7,2.1,3.5,10.8,20.6,7.7,9.6,0.8,7,14.2,9.3,73.3,32.9,52.1,11.6,3456,3123,333,midmichigan med ctrgratiot,alma,midmichigan medical centergratiot,alma,-84.66330985,43.3907292710001,300 E WARWICK DR,http://www.midmichigan.org/gratiot,NOT AVAILABLE
246,MI- SAGINAW,230222,Midmichigan Med Ctr-Midland,Midland,MI,MidMichigan Health,439,88.3,0.8,78899,40403,17823,8905,3724,5532,791,1181,539,11091,4761,2304,768,499,2760,37096,14.9,2487,1,0.8,1.2,5091,46.9,109,0.7,0.7,1,40.9,12.5,5.4,7.1,28.4,47.7,23.9,9,10.2,0.9,36.5,8.8,2.8,1.3,1.5,6,7.1,22.2,8.2,10.9,0.8,7.2,25.9,19.1,57.7,27,62,14,3893,3520,373,midmichigan med ctrmidland,midland,midmichigan medical centermidland,midland,-84.260395992,43.6352360870001,4000 WELLNESS DRIVE,http://www.midmichigan.org,NOT AVAILABLE
246,MI- SAGINAW,230036,Midmichigan Medical Ctr - Alpena,Alpena,MI,MidMichigan Health,212,86.2,0.6,76203,35214,15084,10252,2472,9678,2390,756,357,10997,4225,2229,833,552,3158,32406,12,2700,0.9,0.7,1.3,4982,41.1,121,0.7,0.6,1.1,32.9,11.4,5.5,5.9,21.5,58,18.6,6.6,7.2,0.9,30.3,6.3,2.4,1.2,1.2,3.9,9.1,15.8,4.8,4.9,1,5.6,15.3,12.1,71.1,44,44.5,10.2,3336,3105,231,midmichigan medical ctr  alpena,alpena,midmichigan medical center alpena,alpena,-83.4493742939999,45.0776729520001,1501 W CHISHOLM ST,https://www.midmichigan.org/about/our-affiliates/hospitals/midmichigan-medical-center-alpena/,NOT AVAILABLE
111,CT- NEW HAVEN,70017,Midstate Medical Center,Meriden,CT,Hartford HealthCare,267,87,1,98991,42559,20016,20367,6583,5414,2727,581,745,18061,8223,2292,1152,959,5435,38045,19.3,1973,1,1.1,0.9,8230,62.2,132,1.2,0.9,1.2,52.8,26.5,3.4,23.1,26.4,74.6,31.6,13.7,11.9,1.1,47.9,11.3,6,0.8,5.2,5.3,11.9,30.4,14.5,12.7,1.1,10.2,20.2,17.3,60.2,14.8,74.9,18.9,4643,4476,167,midstate medical center,meriden,midstate medical center,meriden,-72.801229113,41.549391773,435 LEWIS AVE,http://www.midstatemedical.org,(203) 694-8200
146,GA- COLUMBUS,110064,Midtown Medical Center-Columbus,Columbus,GA,Piedmont Healthcare,362,86.1,0.9,76203,34278,16742,13255,3945,4505,2072,809,598,12125,5272,2395,937,876,2645,30382,15.3,1988,0.8,0.8,1,5287,67,79,0.7,1,0.7,41.9,7.4,6.2,1.2,34.5,31.6,30.7,13.8,11.4,1.2,36.3,9.4,2,1.7,0.3,7.4,6.2,32.8,15.7,13,1.2,10.6,21.7,13.6,63.3,20.4,61.1,12.9,4394,4131,262,midtown medical centercolumbus,columbus,midtown medical center west,columbus,-84.985093768,32.4801088730001,616 19TH STREET,https://columbusregional.com/,(706) 494-4262
227,MA- BOSTON,220090,Milford Regional Medical Center,Milford,MA,,373,88.1,1.1,115727,49260,20064,22955,10278,7734,2896,1607,932,16872,8985,2412,1148,690,3637,44049,19.4,2273,1.2,1.1,1.1,8990,71.2,126,1.3,1.1,1.2,53.1,18.2,16.1,2.1,34.9,73.6,37.3,18,13.9,1.3,52.4,10.9,4.3,3.7,0.7,6.6,11.9,33.2,17.7,11.8,1.5,17.5,30.4,23.7,51.6,26.2,73.6,17.6,5047,4597,450,milford regional medical center,milford,milford regional medical center,milford,-71.5282,42.1334000000001,14 PROSPECT STREET,http://www.milfordregional.org,(508) 473-1190
85,CA- SAN MATEO CO.,50007,Mills-Peninsula Health Services,Burlingame,CA,Sutter Health,378,93.4,0.9,114402,49841,23571,14449,9567,14547,1565,487,374,19625,8128,3862,1026,693,5918,44975,15.6,2874,1.2,0.9,1.4,8153,68.3,119,1.1,1,1.1,42.9,17.5,5,12.5,25.4,43.6,33.1,15.6,11.1,1.4,39,9,4.2,1.4,2.8,4.8,6.5,30.5,13.9,8.7,1.6,10.7,20.1,16.1,66.5,29.9,60.7,13.1,5310,5172,138,millspeninsula health services,burlingame,millspeninsula medical center,burlingame,-122.382323604,37.592512749,1501 TROUSDALE DRIVE,http://www.mills-peninsula.org,NOT AVAILABLE
219,LA- SHREVEPORT,190144,Minden Medical Center,Minden,LA,Allegiance Health Management,88,83.3,0.8,88504,32845,13410,24578,6228,7953,1779,955,756,12734,4863,1803,912,744,4412,29500,15.5,1900,0.8,0.9,0.9,4922,50.3,98,0.7,0.8,0.9,42.5,12.6,7.2,5.4,29.9,103.9,23.3,7.7,11.7,0.7,38.6,9.2,3.6,1.9,1.7,5.6,17.6,26.5,9.8,14.5,0.7,9.8,26.2,15.1,55.8,31.8,50.3,11.2,4152,3852,300,minden medical center,minden,minden medical center,minden,-93.286156351,32.6168825440001,1 MEDICAL PLAZA PL,http://www.mindenmedicalcenter.com,(318) 377-2321
456,WI- WAUSAU,520202,Ministry St. Clare's Hosp -Weston,Weston,WI,Marshfield Clinic Health System,109,86.9,0.8,78298,37212,21827,8483,2609,6349,953,357,508,17311,4581,3442,1094,976,7219,33820,16.4,2066,0.9,0.9,1,4702,45.3,104,0.7,0.7,1,44.8,15.1,5.2,10,29.7,57.8,20.7,10,6.4,1.6,40,8.7,3.5,1.3,2.2,5.2,8.5,20.3,8.5,6.3,1.3,8.5,24.3,18,58.1,30.4,44.3,11.1,5040,4927,113,ministry st. clare's hosp weston,weston,serenity springs specialty hospital,ruston,-92.6020924919999,32.5770452730001,1495 FRAZIER ROAD,http://www.serenityhospital.com/,(318) 202-3860
450,WI- MARSHFIELD,520037,Ministry St. Joseph's -Marshfield,Marshfield,WI,Marshfield Clinic Health System,245,90.5,0.9,90815,50329,22807,7544,2546,4787,1011,1154,638,16642,4649,2802,939,1100,7152,46588,19.7,2362,1.2,1.1,1.1,4934,51.9,95,0.7,0.8,0.9,54,6.4,4.7,1.7,47.6,48.2,21.4,10.7,4.7,2.3,44.5,11.6,1.3,0.9,0.4,10.3,6.8,25,8.8,4.5,1.9,6.4,28.4,12.7,56.5,26.6,64.6,14.1,5468,5119,349,ministry st. joseph's marshfield,marshfield,NA,NA,NA,NA,NA,NA,NA
456,WI- WAUSAU,520019,Ministry St. Mary's Hospital,Rhinelander,WI,Ascension Healthcare,88,84.9,0.6,71384,35256,13326,9588,2215,8217,945,1457,380,8715,3977,1555,765,549,1868,32993,14,2361,0.9,0.8,1.1,4174,34.8,120,0.6,0.5,1.1,38.3,16.6,2.8,13.8,21.7,65.4,17.2,5.2,8.4,0.6,34.3,7.7,3.1,0.6,2.6,4.5,8.6,15.1,4.4,7.6,0.6,3.5,19.7,-99999,63.7,34.9,40.7,10,2862,2433,429,ministry st. mary's hospital,rhinelander,ascension st marys hospital,rhinelander,-89.374826589,45.639470413,2251 NORTH SHORE DR,http://www.ministryhealth.org,(715) 361-2000
450,WI- MARSHFIELD,520002,Ministry St. Michael's Hosp,Stevens Point,WI,Ascension Healthcare,111,89.4,0.7,74722,31723,18619,7616,2534,11090,1244,1050,846,13947,4276,1501,840,574,6756,29263,14.9,1970,0.8,0.8,0.9,4341,36.7,118,0.6,0.6,1.1,40.7,16.9,2.5,14.4,23.8,37.4,19.2,7.1,8.2,0.9,36,8.4,4.3,0.7,3.6,4.1,4.1,17.3,5.5,8.1,0.7,4.6,29.8,27.2,64.1,35.3,41.7,10.2,3582,3290,292,ministry st. michael's hosp,stevens point,ascension st michaels hospital,stevens point,-89.5670962149999,44.526431841,900 ILLINOIS AVE,http://ministryhealth.org/smh/home.nws,(715) 346-5000
364,RI- PROVIDENCE,410012,Miriam Hospital,Providence,RI,Lifespan Corporation,476,85.2,0.9,94936,42497,18798,13789,7277,7967,2462,1168,979,14612,6311,2755,1224,922,3402,38692,18.6,2075,1,1,1,6336,59.2,107,0.9,0.9,1,51.1,10.2,3.6,6.6,40.8,69.9,29.6,13.1,10.7,1.2,42.7,10.5,2.7,1.1,1.6,7.8,11.1,26.5,12,10.5,1.1,12.9,15.2,12.9,67.9,25.1,65.8,15.8,4468,4132,336,miriam hospital,providence,the miriam hospital,providence,-71.3981234949999,41.852068188,164 SUMMIT AVE,http://www.miriamhospital.org/service-directory/the-miriam-hospital,(401) 793-2005
56,CA- LOS ANGELES,50704,Mission Community Hospital,Panorama City,CA,,157,77.8,1.9,150656,69238,12672,49374,5911,8376,2557,1683,846,26803,16508,4006,1405,988,3895,57607,23.7,2430,1.5,1.3,1.2,16535,123.4,134,2.3,1.9,1.2,65,31.8,11,20.8,33.2,167.3,65.2,30.5,23.8,1.3,62.2,12.9,7,2.8,4.2,5.9,28.1,65,38.1,20.2,1.9,5.6,33.7,31.4,36,17.9,70.8,14.9,7840,7344,496,mission community hospital,panorama city,mission community hospital  panorama campus,panorama city,-118.45666936,34.2204145640001,14850 ROSCOE BOULEVARD,http://www.mchonline.org,NOT AVAILABLE
309,NC- ASHEVILLE,340002,Mission Hospital,Asheville,NC,HCA Healthcare,1157,91.2,0.7,74838,33921,15560,12124,3175,6497,1562,1177,824,11293,4847,2015,840,701,2889,30907,14.2,2183,0.8,0.8,1,5106,42.9,119,0.7,0.6,1.1,38.8,22.7,3.8,18.9,16.1,64.6,23.5,9.2,9.8,0.9,36.7,8.3,4.9,1,3.9,3.4,12,19.3,8.3,8.4,1,6.2,20.6,16.3,60.2,25.5,60.7,13.4,3767,3416,351,mission hospital,asheville,fitzgibbon hospital,marshall,-93.213159133,39.0914981720001,2305 SOUTH 65 HIGHWAY,http://www.fitzgibbon.org,(660) 886-7431
